sItem_code,seq,id,descr,fApp_code,tCode_code,semanticObject,semanticAction,bRole_code,,
1E3,036,1E3.036,Monitor Replenishment Situation (Optional)(Kanban Board),F4630,,ProductionSupplyControlCycle,monitor,SAP_BR_PRODN_OPTR_LEAN_MFG,,
1EG,001,1EG.001,Create Payment Medium(Manage Payment Media),F1868,,AutomaticPayment,paymentMedia,SAP_BR_ADMIN_APR_FICA,,
1EG,002,1EG.002,Download File(Manage Payment Media),F1868,,AutomaticPayment,paymentMedia,SAP_BR_ADMIN_APR_FICA,,
1EG,003,1EG.003,MT942 Format(Manage Incoming Payment Files),F1680,,IncomingPaymentFile,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,004,1EG.004,Camt.052 Format(Manage Your Solution),F1241,,CloudSolution,manage,SAP_BR_AP_MANAGER_IT,,
1EG,005,1EG.005,Camt.052 Format(Manage Incoming Payment Files),F1680,,IncomingPaymentFile,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,006,1EG.006,Camt.052 Format(Manage Your Solution),F5330,,,,,,
1EG,007,1EG.007,MT940 Format (with Field 86 Structured)(Manage Bank Statements),F1564,,BankStatement,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,008,1EG.008,MT940 Format (with Field 86 Structured)(Manage Incoming Payment Files),F1680,,IncomingPaymentFile,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,009,1EG.009,camt.053 Format(Manage Bank Statements),F1564,,BankStatement,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,010,1EG.010,camt.053 Format(Manage Incoming Payment Files),F1680,,IncomingPaymentFile,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,011,1EG.011,pain.002 Format(Manage Payment Media),F1868,,AutomaticPayment,paymentMedia,SAP_BR_ADMIN_APR_FICA,,
1EG,012,1EG.012,pain.002 Format(Manage Incoming Payment Files),F1680,,IncomingPaymentFile,manage,SAP_BR_ADMIN_APR_FICA,,
1EG,013,1EG.013,Import Electronic Bank Statement(Check Cash Flow Items),F0735,,BankAccount,analyzePaymentDetails,SAP_BR_CASH_MANAGER,,
1EG,014,1EG.014,Display Bank Statement(Manage Bank Statements),F1564,,BankStatement,manage,SAP_BR_ADMIN_APR_FICA,,
1EZ,001,1EZ.001,Create Credit Memo Requests(Manage Credit Memo Requests),F1989,,CreditMemoRequest,manage,SAP_BR_INTERNAL_SALES_REP,,
1EZ,002,1EZ.002,Create Attachment for Sales Order (Optional)(Manage Credit Memo Requests),F1989,,CreditMemoRequest,manage,SAP_BR_INTERNAL_SALES_REP,,
1EZ,003,1EZ.003,Withdraw from Approval(Manage Credit Memo Requests),F1989,,CreditMemoRequest,manage,SAP_BR_INTERNAL_SALES_REP,,
1EZ,004,1EZ.004,Approve/Reject/Rework Credit Memo Request(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1EZ,005,1EZ.005,Approve/Reject/Rework Credit Memo Request(My Inbox - All Items),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1EZ,006,1EZ.006,Check the Notifications(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1EZ,007,1EZ.007,Check the Notifications(My Inbox - All Items),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1EZ,008,1EZ.008,Change Credit Memo Request(Manage Credit Memo Requests),F1989,,CreditMemoRequest,manage,SAP_BR_INTERNAL_SALES_REP,,
1EZ,009,1EZ.009,Create Credit Memo(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
1EZ,010,1EZ.010,Create Credit Memo(Manage Billing Documents),F0797,,BillingDocument,manage,SAP_BR_ADMINISTRATOR_RFM,,
1EZ,011,1EZ.011,Create Credit Memo(Billing Document),F1901,,BillingDocument,displayFactSheet,SAP_BR_ADMINISTRATOR_SLL,,
1EZ,012,1EZ.012,Create Attachment for Billing (Optional)(Display Billing Documents),,VF03,BillingDocument,displayBillingDocument,SAP_BR_BILLING_CLERK,,
1EZ,013,1EZ.013,CFDI 3.3 eDocument Cockpit(eDocument Cockpit),,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
1F1,001,1F1.001,Create Debit Memo Request(Manage Debit Memo Requests),F1988,,DebitMemoRequest,manage,SAP_BR_EXTERNAL_AUDITOR,,
1F1,002,1F1.002,Create Debit Memo Request(Create Debit Memo Requests),,VA01,SalesDocument,create,SAP_BR_INTERNAL_SALES_REP,,
1F1,003,1F1.003,Create Debit Memo Request(Debit Memo Request),F1848,,DebitMemoRequest,displayFactSheet,SAP_BR_BILLING_CLERK,,
1F1,004,1F1.004,Create Attachment for Debit Memo Request (Optional)(Manage Debit Memo Requests),F1988,,DebitMemoRequest,manage,SAP_BR_EXTERNAL_AUDITOR,,
1F1,005,1F1.005,Remove Billing Block(Manage Debit Memo Requests),F1988,,DebitMemoRequest,manage,SAP_BR_EXTERNAL_AUDITOR,,
1F1,006,1F1.006,Create Debit Memo(Create Billing Documents),F0798,,BillingDocument,create,SAP_BR_BILLING_CLERK,,
1F1,007,1F1.007,Create Debit Memo(Manage Billing Documents),F0797,,BillingDocument,manage,SAP_BR_ADMINISTRATOR_RFM,,
1F1,008,1F1.008,Create Debit Memo(Billing Document),F1901,,BillingDocument,displayFactSheet,SAP_BR_ADMINISTRATOR_SLL,,
1F1,009,1F1.009,Create Attachment for Billing (Optional)(Display Billing Documents),,VF03,BillingDocument,displayBillingDocument,SAP_BR_BILLING_CLERK,,
1F1,010,1F1.010,Create Attachment for Billing (Optional)(Display Billing Documents),F2250,,CABillgDocument,display,SAP_BR_EXT_AUDITOR_APR_FICA,,
1F1,011,1F1.011,CFDI 3.3 eDocument Cockpit(eDocument Cockpit),,EDOC_COCKPIT,ElectronicDocument,cockpit,SAP_BR_AR_ACCOUNTANT_CL,,
1FD,001,1FD.001,Creating Employee(eDocument Cockpit),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1FM,001,1FM.001,Create Purchase Order(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
1FM,002,1FM.002,Display Inspection Plan for Inspection Characteristics (optional)(Manage Inspection Plans),F3788,,InspectionBillOfOperations,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,003,1FM.003,Display Material Stock before Goods Receipt (optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,004,1FM.004,Display Material Stock before Goods Receipt (optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,005,1FM.005,Post Goods Receipt for Purchase Order(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
1FM,006,1FM.006,Display Material Stock Before Quality Inspection (optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,007,1FM.007,Display Material Stock Before Quality Inspection (optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,008,1FM.008,Display Quality Technician Overview (Optional)(Quality Technician Overview),F2361,,InspectionLot,displayOverviewQualityTechnician,SAP_BR_QUALITY_TECHNICIAN,,
1FM,009,1FM.009,Display Open Inspection Lots (optional)(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,010,1FM.010,Record Inspection Results,,Deprecated,,,,,
1FM,011,1FM.011,Record Inspection Results(Record Inspection Results in Table Form),F3365,,InspectionCharacteristic,recordMltplResults,SAP_BR_QUALITY_TECHNICIAN,,
1FM,012,1FM.012,Print Inspection Report (optional)(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,013,1FM.013,Display Quality Engineer Overview (Optional)(Quality Engineer Overview),F2360,,InspectionLot,displayOverviewQualityEngineer,SAP_BR_PLANT_MANAGER,,
1FM,014,1FM.014,Display Quality Engineer Overview (Optional)(Manage Defects),F2649,,Defect,manage,SAP_BR_PLANT_MANAGER,,
1FM,015,1FM.015,Make Usage Decision(Manage Usage Decisions),F2345,,InspectionLot,manageUsageDecision,SAP_BR_QUALITY_ENGINEER,,
1FM,016,1FM.016,Make Usage Decision(Quality Engineer Overview),F2360,,InspectionLot,displayOverviewQualityEngineer,SAP_BR_PLANT_MANAGER,,
1FM,017,1FM.017,Display Material Stock after Quality Inspection (optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,018,1FM.018,Display Material Stock after Quality Inspection (optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,019,1FM.019,Display Inspection Results History (Optional)(Display Results History),F2428,,InspectionResult,displayHistory,SAP_BR_QUALITY_ENGINEER,,
1FM,020,1FM.020,Display Quality Level (optional)(Manage Quality Levels),F2914,,QualityLevel,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,021,1FM.021,Create Second Purchase Order(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
1FM,022,1FM.022,Post Goods Receipt for Purchase Order(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
1FM,023,1FM.023,Display Material Stock (optional)(Stock),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,024,1FM.024,Display Material Stock (optional)(Stock - Single Material),F1076,,Material,displayStockOverview,SAP_BR_ALLOCATOR_RETAIL,,
1FM,025,1FM.025,Analyze Quality Level History (optional)(Quality Level History),F2915,,QualityLevel,analyze,SAP_BR_QUALITY_ENGINEER,,
1FM,026,1FM.026,Analyze Quality Level History (optional)(Quality Level History),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1FM,027,1FM.027,Quality Inspection Process with Sampling Scheme and Dynamic Modification(Create Sampling Procedure),,QDV1,SamplingProcedure,create,SAP_BR_QUALITY_PLANNER,,
1FM,028,1FM.028,Quality Inspection Process with Sampling Scheme and Dynamic Modification(Change Inspection Plan),,QP02,InspectionBillOfOperations,change,SAP_BR_QUALITY_PLANNER,,
1FM,029,1FM.029,Create Purchase Order(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
1FM,030,1FM.030,Display Inspection Plan and Derive the Sampling Scheme (optional)(Display Inspection Plan),,QP03,InspectionBillOfOperations,display,SAP_BR_QUALITY_ENGINEER,,
1FM,031,1FM.031,Display Inspection Plan and Derive the Sampling Scheme (optional)(Display Sampling Scheme),,QDP3,SamplingScheme,display,SAP_BR_QUALITY_ENGINEER,,
1FM,032,1FM.032,Post Goods Receipt for Purchase Order – 1st iteration(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
1FM,033,1FM.033,Quality Inspection – 1st iteration(Record Inspection Results),,Deprecated,,,,,
1FM,034,1FM.034,Quality Inspection – 1st iteration(Manage Usage Decisions),F2345,,InspectionLot,manageUsageDecision,SAP_BR_QUALITY_ENGINEER,,
1FM,035,1FM.035,Post Goods Receipt for Purchase Order – 2nd iteration(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
1FM,036,1FM.036,Quality Inspection – 2nd iteration(Post Goods Receipt for Purchasing Document),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1FM,037,1FM.037,Quality Inspection – 2nd iteration(Record Inspection Results),,Deprecated,,,,,
1FM,038,1FM.038,Quality Inspection – 2nd iteration(Manage Usage Decisions),F2345,,InspectionLot,manageUsageDecision,SAP_BR_QUALITY_ENGINEER,,
1FM,039,1FM.039,Post Goods Receipt for Purchase Order – 3rd iteration(Post Goods Receipt for Purchasing Document),F0843,,PurchaseOrder,createGR,SAP_BR_INVENTORY_MANAGER,,
1FM,040,1FM.040,Quality Inspection – 3rd iteration(Record Inspection Results),,Deprecated,,,,,
1FM,041,1FM.041,Review or Change Quality Info Record (optional)(Manage Quality Info Records),F2256A,,QualityInProcurement,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,042,1FM.042,Create Purchase Order(Manage Purchase Orders),F0842A,,PurchaseOrder,manage,SAP_BR_ADMINISTRATOR_SLL,,
1FM,043,1FM.043,Review Quality Settings in Material Master (Optional)(Display Material),,MM03,Material,display,SAP_BR_ADMINISTRATOR_RCP_DEV,,
1FM,044,1FM.044,Review Inspection Lot Status Before Receipt of Quality Certificate (Optional)(Manage Inspection Lots),F2343,,InspectionLot,manage,SAP_BR_QUALITY_ENGINEER,,
1FM,045,1FM.045,Enter Receipt of Quality Certificate(Record Certificate Receipt - Procurement),,QC51,,,,,
1G0,001,1G0.001,Select Stock to Be Scrapped(Warehouse Monitor),,/SCWM/MON,EWMWarehouse,monitor,SAP_BR_WAREHOUSE_CLERK_EWM,,
1G0,002,1G0.002,Move Stock to Handover Point(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,003,1G0.003,Move Stock to the Scrapping Zone(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,004,1G0.004,Scrap from Mezzanine(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,005,1G0.005,Scrap from Narrow Aisle High Rack Picking Area(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,006,1G0.006,Move Stock to Handover Point(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,007,1G0.007,Move Stock from Handover Point to Scrapping Zone(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,008,1G0.008,Scrap from Bulk Storage A and Bulk Storage B(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,009,1G0.009,Scrap from Bulk Storage B Picking Area(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,010,1G0.010,Scrap from Blocked Stock Area(Test RF Environment),,/SCWM/RFUI,EWMSystem,testRFEnvironment,SAP_BR_WAREHOUSE_OPERATIVE_EWM,,
1G0,011,1G0.011,Empty Scrapping Zone and Post Goods Issue(Post Goods Issue - Unplanned),,/SCWM/ADGI,EWMStock,postGoodsIssue,SAP_BR_WAREHOUSE_CLERK_EWM,,
1GA,001,1GA.001,Verify General Journal Entries for Ledger Group(Manage Workflows for Journal Entry Verification),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
1GA,002,1GA.002,Verify General Journal Entries for Ledger Group(Manage Teams and Responsibilities For Journal Entry Verification),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
1GA,003,1GA.003,Verify General Journal Entries for Ledger Group(Verify General Journal Entries),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,004,1GA.004,Verify General Journal Entries for Ledger Group(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
1GA,005,1GA.005,Verify General Journal Entries for Ledger Group(Manage Workflows for Journal Entry Verification - In General Ledger),F2720,,FinanceWorkflow,manageGeneralJournalEntry,SAP_BR_GL_ACCOUNTANT,,
1GA,006,1GA.006,Verify General Journal Entries for Ledger Group(Manage Teams and Responsibilities For Journal Entry Verification - In General Ledger),F3932,,TeamAsResponsible,maintain,SAP_BR_GL_ACCOUNTANT,,
1GA,007,1GA.007,Verify General Journal Entries for Ledger Group(Verify General Journal Entries - For Requester),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,008,1GA.008,Verify General Journal Entries for Ledger Group(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
1GA,009,1GA.009,Approve Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,010,1GA.010,Approve Verify General Journal Entries (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1GA,011,1GA.011,Approve Verify General Journal Entries (for Processor- Inbox)(Manage Journal Entries),F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
1GA,012,1GA.012,Approve Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
1GA,013,1GA.013,Approve Verify General Journal Entries (for Processor- Inbox)(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
1GA,014,1GA.014,Reject Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger),F2728,,AccountingDocument,verifyGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,015,1GA.015,Reject Verify General Journal Entries (for Processor- Inbox)(My Inbox),F0862,,WorkflowTask,displayInbox,SAP_BR_ADMINISTRATOR_LCM,,
1GA,016,1GA.016,Reject Verify General Journal Entries (for Processor- Inbox)(Verify Journal Entries in General Ledger - For Processor),,Inbox,,,,,
1GA,017,1GA.017,Edit a Rejected Verify General Journal Entry (Requester)(Verify General Journal Entries),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,018,1GA.018,Edit a Rejected Verify General Journal Entry (Requester)(Verify General Journal Entries - For Requester),F2547,,AccountingDocument,requestGLDocument,SAP_BR_GL_ACCOUNTANT,,
1GA,019,1GA.019,Parked Journal Entry Changes,FBV5,,ParkedJournalEntry,displayChangesParkedJournalEntry,SAP_BR_GL_ACCOUNTANT,,
1GA,020,1GA.020,Post General Journal Entries,F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
1GA,021,1GA.021,Manage Journal Entries,F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
1GA,022,1GA.022,Manage Journal Entries,F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
1GA,023,1GA.023,Display G/L Account Balances,F0707A,,GLAccount,displayBalances,SAP_BR_EXTERNAL_AUDITOR,,
1GA,024,1GA.024,Display Line Item Entry,F2218,,GLAccount,displayGLLineItemPostingView,SAP_BR_CASH_MANAGER,,
1GA,025,1GA.025,Display Line Items in General Ledger,F2217,,GLAccount,displayGLLineItemReportingView,SAP_BR_DIVISION_ACCOUNTANT,,
1GA,026,1GA.026,Audit Journal,F0997,,AccountingJournalList,displayAuditJournal,SAP_BR_EXTERNAL_AUDITOR,,
1GA,027,1GA.027,Audit Journal(Manage Journal Entries),F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
1GA,028,1GA.028,Journal Entry Analyzer,F0956,,AccountingDocument,analyzeGLLineItem,SAP_BR_EXTERNAL_AUDITOR,,
1GA,029,1GA.029,Journal Entry Analyzer(Journal Entry Analyzer -),,Deprecated,,,,,
1GA,030,1GA.030,Clear G/L Accounts - Manual Clearing with Ledger Group(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
1GA,031,1GA.031,Clear G/L Accounts - Manual Clearing with Ledger Group(Clear G/L Accounts),F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
1GA,032,1GA.032,Clear G/L Accounts - Manual Clearing with Ledger Group(Clear G/L Accounts - Manual Clearing),F1579,,AccountingDocument,manageManualclearing,SAP_BR_GL_ACCOUNTANT,,
1GA,033,1GA.033,Clear Open Items Automatically for Ledger Group(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
1GA,034,1GA.034,Clear Open Items Automatically for Ledger Group(Clear Open Items Automatically),,,BusinessPartner,display,SAP_BR_AA_ACCOUNTANT,,
1GA,035,1GA.035,Clear Open Items Automatically for Ledger Group(Clear Open Items Automatically - For Ledger Group),F13L,,GLAccount,clearAutomaticallyForSpecificLedgerGroups,SAP_BR_GL_ACCOUNTANT,,
1GA,036,1GA.036,Reset Cleared Items,F2223,,ClearingAccountingDocument,resetClearedItems,SAP_BR_AP_ACCOUNTANT,,
1GA,037,1GA.037,Manage Journal Entries,F3103,,AccountingDocument,extendJournalEntry,SAP_BR_AP_ACCOUNTANT_JP,,
1GA,038,1GA.038,Manage Journal Entries,F0717,,AccountingDocument,displayFactSheet,SAP_BR_AA_ACCOUNTANT,,
1GA,039,1GA.039,Perform Foreign Currency Valuation(Post General Journal Entries),F0718,,AccountingDocument,postGLDocument,SAP_BR_CONSLDTN_SPECIALIST,,
1GA,040,1GA.040,Perform Foreign Currency Valuation,FAGL_FCV,,ClosingReport,performForeignCurrValuation,SAP_BR_GL_ACCOUNTANT,,
1GA,041,1GA.041,Post Currency Adjustments,F1606,,AccountingDocument,postCurrencyAdjustments,SAP_BR_GL_ACCOUNTANT,,
1GA,042,1GA.042,Regroup Receivables/Payables(Regroup Receivables / Payables),FAGLF101,,ClosingReport,reclassifyReceivablesPayables,SAP_BR_GL_ACCOUNTANT,,
1GA,043,1GA.043,Process Batch Input Session(My Batch Input Sessions),,SM35SM,BatchInputSession,processMySessions,SAP_BR_AP_ACCOUNTANT_ES,,
1GA,044,1GA.044,Cash Flow Statement,,CCONS_FPM_OVP_CR_SCF,ConsolidationReport,analyzeSCashFlow,SAP_BR_BUSINESS_ANALYST_GRP,,
1GA,045,1GA.045,Cash Flow Statement(Cash Flow Statement - Indirect Method),FIS_FPM_CASH_FLOW_OVP,,,,,,
1GA,046,1GA.046,Trial Balance,F0996,,GLAccount,analyzeTrialBalance,SAP_BR_EXTERNAL_AUDITOR,,
1GA,047,1GA.047,Trial Balance,FIS_FPM_OVP_TRIAL1,,,,,,
1GA,048,1GA.048,Trial Balance Comparison,,W0097,GLAccount,analyzeTrialBalanceComparison,SAP_BR_EXTERNAL_AUDITOR,,
1GA,049,1GA.049,Trial Balance Comparison,FIS_FPM_OVP_TRIAL2,,,,,,
